sentence,sentence_type
J'aimerais me rendre sur Rang du Fl. Verton Ber. en partant de Lyon-St-Paul,to_from
J'aimerais me rendre sur Serquigny en partant de Lyon-Part-Dieu,to_from
J'aimerais me rendre sur Orléans en partant de Mulhouse-Gare-Centrale,to_from
J'aimerais me rendre sur Cholet en partant de Valence-Ville,to_from
J'aimerais me rendre sur Sospel en partant de Nort-sur-Erdre,to_from
J'aimerais me rendre sur Herbitzheim Mairie en partant de Cherbourg,to_from
J'aimerais me rendre sur Longages-Noé en partant de St-Pierre-de-Chandieu-R,to_from
J'aimerais me rendre sur Vif en partant de St-Priest,to_from
J'aimerais me rendre sur Port-Bou en partant de Redon,to_from
J'aimerais me rendre sur Meroux en partant de Chaumont,to_from
J'aimerais me rendre sur Mouchard en partant de Bourg-en-Bresse Gare R,to_from
J'aimerais me rendre sur Villers-les-Pots en partant de La Roche-sur-Foron,to_from
J'aimerais me rendre sur Port-Boulet en partant de Jeumont,to_from
J'aimerais me rendre sur Nevers-Le-Banlay en partant de Bergerac,to_from
J'aimerais me rendre sur Delémont en partant de Briançon,to_from
J'aimerais me rendre sur Mauriac-Lycée-Cortat en partant de Longueville (S.-et-M.),to_from
J'aimerais me rendre sur Entzheim-Aéroport en partant de Loudrefing,to_from
J'aimerais me rendre sur Corbigny en partant de Vire-Centre,to_from
J'aimerais me rendre sur Saumur en partant de Laval,to_from
J'aimerais me rendre sur Morteau en partant de Lons-le-Saunier,to_from
J'aimerais me rendre sur Château-Thierry en partant de Ste-Marie-/-Mines-Maire,to_from
J'aimerais me rendre sur Albert en partant de Lison,to_from
J'aimerais me rendre sur Eymoutiers-Vassiviere en partant de Herbitzheim R. Hambach,to_from
J'aimerais me rendre sur Juvancourt en partant de Rennes,to_from
J'aimerais me rendre sur Caen en partant de Kehl,to_from
J'aimerais me rendre sur Sarralbe Centre en partant de Thann,to_from
J'aimerais me rendre sur Arches en partant de La Souterraine,to_from
J'aimerais me rendre sur Calais Ville en partant de Erstein,to_from
J'aimerais me rendre sur Kruth en partant de Wissembourg,to_from
J'aimerais me rendre sur Besançon-Franche-Comté en partant de Le Tréport-Mers-Les-B,to_from
J'aimerais me rendre sur Vittel en partant de Raedersheim,to_from
J'aimerais me rendre sur Bayonne en partant de Paris-Montp.3-Vaug.,to_from
J'aimerais me rendre sur Orléans en partant de Berthelming-Mairie,to_from
J'aimerais me rendre sur Langon en partant de Chambourg-Chopin,to_from
J'aimerais me rendre sur Pontarlier en partant de Mende,to_from
J'aimerais me rendre sur Droué (Centre) en partant de Compiègne,to_from
J'aimerais me rendre sur Mondoubleau-Rue-Leroy en partant de Luxembourg,to_from
J'aimerais me rendre sur Ax-les-Thermes en partant de Narbonne,to_from
J'aimerais me rendre sur Pauillac en partant de Hyères,to_from
J'aimerais me rendre sur Issoudun-Place-de-la-G. en partant de Luxembourg,to_from
J'aimerais me rendre sur Pau en partant de Eymoutiers-Vassiviere,to_from
J'aimerais me rendre sur St-Vit en partant de St-Gilles-Croix-de-Vie,to_from
J'aimerais me rendre sur Barr en partant de Saint-Cyprien-Arènes,to_from
J'aimerais me rendre sur Neuwiller-R.-Bouxwiller en partant de Fougères,to_from
arrivée Montivilliers et départ Sens,to_from
arrivée Dijon-Ville et départ Cluses (Hte-Savoie),to_from
arrivée St-Flour-les-Allées et départ Franois,to_from
arrivée Bricon(la Poste) et départ Port-de-Piles,to_from
arrivée Montchanin et départ La Brohinière,to_from
arrivée Luzy(Nièvre) et départ Molsheim,to_from
arrivée Lozanne et départ Génolhac,to_from
arrivée Etaples Le Touquet et départ Plouaret-Trégor,to_from
arrivée Hirson-Ecoles et départ Bressuire,to_from
arrivée Egletons et départ Lure,to_from
arrivée Ingwiller et départ Feurs,to_from
arrivée Avesnes et départ Mâcon-Loché-TGV,to_from
arrivée Romorantin-Blanc-Argent et départ Caen,to_from
arrivée Mondoubleau-Rue-Leroy et départ Vallorbe-Cff,to_from
arrivée Pompadour et départ Limeray,to_from
arrivée Marseille-Blancarde et départ Manosque-Gréoux,to_from
arrivée Angers-St-Laud et départ Lesparre,to_from
arrivée Chinon et départ Bourg-St-Maurice,to_from
arrivée Paris Gare du Nord et départ Mâcon-Loché-TGV,to_from
arrivée Nogent-sur-Seine et départ Saint-Claude,to_from
arrivée Aubigny-sur-Nere-Mail et départ Carcassonne,to_from
arrivée Aiton-Salle-Polyvalente et départ Mondoubleau-Rue-Leroy,to_from
arrivée Port-Bou et départ Marseille-St-Charles,to_from
arrivée Neufchâteau et départ Mouchard,to_from
arrivée Château-Gaillard et départ Rochefort,to_from
arrivée Laqueuille et départ Courtalain-Centre,to_from
arrivée Veynes-Dévoluy et départ La Ferté-sur-Chiers,to_from
arrivée Montréjeau-Gourdan-Pol. et départ La Douzillère,to_from
arrivée Truyes-Pl-Du-Souvenir et départ Chaumont-sur-Tharonne,to_from
arrivée Ettendorf-(Angle-Pont) et départ Dole-Ville,to_from
arrivée Ancenis et départ Lyon-Perrache,to_from
arrivée Sain-Bel et départ Remiremont,to_from
arrivée Lunéville et départ Entzheim-Aéroport,to_from
arrivée Surdon et départ Château-Thierry,to_from
arrivée Morez Lycée et départ Poitiers,to_from
arrivée Rodez et départ Plouaret-Trégor,to_from
arrivée Dax et départ Villedieu (Gare),to_from
arrivée Miramas et départ St-Aignan-Noyers,to_from
arrivée Arras et départ Briouze,to_from
arrivée Montreux-Vieux et départ La Chaise-Dieu,to_from
arrivée Lozanne et départ Châteaubriant,to_from
arrivée St-Amand-Montrond-Orval et départ Plouaret-Trégor,to_from
arrivée Romilly-sur-Seine et départ Paris-Montparnasse 1-2,to_from
arrivée Latour de Carol et départ St-Brieuc,to_from
arrivée Sarrebourg-Abri-Phalsbo et départ Vif,to_from
arrivée Cambrai Ville et départ Ste-Marie-/-Ms-Pl-.CdG,to_from
arrivée Gien et départ Neussargues,to_from
arrivée Mantes-la-Jolie et départ Courtalain-St-Pellerin,to_from
arrivée Kehl et départ Krimmeri-Meinau,to_from
arrivée Châteauroux-L-Giraudoux et départ Truyes-Pl-Du-Souvenir,to_from
j'aimerais me rendre à Dompierre-Halte-Rout. en quittant Faubourg-d'Orléans,to_from
j'aimerais me rendre à Le Locle en quittant Issoire-Lycée-Deville,to_from
j'aimerais me rendre à St-Gervais-Mairie en quittant Breil-sur-Roya,to_from
j'aimerais me rendre à Loudrefing en quittant Frasne,to_from
j'aimerais me rendre à Lunéville (Cité Scolai) en quittant Pierrelatte,to_from
j'aimerais me rendre à Meroux en quittant Cambrai Ville,to_from
j'aimerais me rendre à Mauriac-Lycée-Cortat en quittant Laissac-Foirail,to_from
j'aimerais me rendre à Haguenau en quittant Châteaubriant-TT,to_from
j'aimerais me rendre à Chamberry-Jacob en quittant Brou,to_from
j'aimerais me rendre à Sélestat en quittant Argentan,to_from
j'aimerais me rendre à Albert en quittant Clamecy,to_from
j'aimerais me rendre à Saillat-Chassenon en quittant Die,to_from
j'aimerais me rendre à Mauzé en quittant Communay-Stade,to_from
j'aimerais me rendre à Tonnerre en quittant La Ferté-sur-Chiers,to_from
j'aimerais me rendre à Bois-d'Oingt-Centre en quittant Gramat,to_from
j'aimerais me rendre à Ussel en quittant Buswiller-Eglise,to_from
j'aimerais me rendre à Orléans en quittant Dompierre-Halte-Rout.,to_from
j'aimerais me rendre à St-Jean-Pied-de-Port en quittant Bresse-Claudel (la),to_from
j'aimerais me rendre à Trouville-Deauville en quittant Villedieu (Gare),to_from
j'aimerais me rendre à Chantonnay en quittant Calais Fréthun,to_from
j'aimerais me rendre à St-Marcellin en quittant La Rochelle-Ville,to_from
j'aimerais me rendre à Bonneville en quittant Châteauroux Gare Rout.,to_from
j'aimerais me rendre à Arcachon en quittant Rue,to_from
j'aimerais me rendre à Roeschwoog en quittant Montreuil-sur-Ille,to_from
j'aimerais me rendre à Loudrefing en quittant St-Gilles-Croix-de-Vie,to_from
j'aimerais me rendre à Thesee en quittant Etaples Le Touquet,to_from
j'aimerais me rendre à Granville en quittant Diemeringen,to_from
j'aimerais me rendre à Pessac en quittant Morez Lycée,to_from
j'aimerais me rendre à Metz-Ville en quittant St-Brieuc,to_from
j'aimerais me rendre à Chauffailles-Gambetta en quittant Riom-Châtel-Guyon,to_from
j'aimerais me rendre à St-Jean-de-Maurienne-A. en quittant Lutterbach Tram-train,to_from
j'aimerais me rendre à Guingamp en quittant Bourg-en-Bresse Gare R,to_from
j'aimerais me rendre à Marle-sur-Serre en quittant Delle,to_from
j'aimerais me rendre à Cavaillon en quittant Vienne-Gare-Routière,to_from
j'aimerais me rendre à Cercy-la-Tour en quittant Biel,to_from
j'aimerais me rendre à Sarrebourg (Place Math) en quittant Mirecourt,to_from
j'aimerais me rendre à Vienne-Gare-Routière en quittant Epernay,to_from
j'aimerais me rendre à Latour de Carol en quittant Vichy,to_from
j'aimerais me rendre à Lyon-Part-Dieu-Gare-Rou en quittant WOERTH RHEIN,to_from
j'aimerais me rendre à Perpignan en quittant Castelnaudary,to_from
j'aimerais me rendre à Fénétrange (Gendarm.) en quittant Courtalain-St-Pellerin,to_from
j'aimerais me rendre à St-Emilion en quittant Dax,to_from
j'aimerais me rendre à Commentry en quittant Vauvert,to_from
j'aimerais me rendre à Communay-Stade en quittant Châteauroux-L-Giraudoux,to_from
j'aimerais me rendre à Cannes en quittant Bar-le-Duc,to_from
j'aimerais me rendre à St-Flour-Chaudes-Aigues en quittant Champagne-Ardenne,to_from
j'aimerais me rendre à Thesee en quittant Montauban-Ville-Bourbon,to_from
j'aimerais me rendre à St-Pierre-de-Chandieu-R en quittant Montchanin,to_from
j'aimerais me rendre à Sète en quittant Flers,to_from
j'aimerais me rendre à Frohmuhl- (Lavoir) en quittant Bellegarde-s-V. Gare,to_from
Guide moi de Courtalain-St-Pellerin vers Dole-Ville,to_from
Guide moi de Vienne-Gare-Routière vers Erstein,to_from
Guide moi de Langogne vers Clisson,to_from
Guide moi de Le Mont St Michel vers Le Locle,to_from
Guide moi de Lyon-St-Paul-Quai-Bondy vers Surdon,to_from
Guide moi de Cerbère vers Boussens,to_from
Guide moi de Lutterbach Tram-train vers Plouaret-Trégor,to_from
Guide moi de Basel-SBB vers Lozanne,to_from
Guide moi de Le-Breuil-sur-Couze-Lyc vers Lamure-sur-Azergues,to_from
Guide moi de Paris-Bercy vers Lyon-St-Paul-la-Feuilée,to_from
Guide moi de Mussidan vers Amiens,to_from
Guide moi de Montluçon-Ville vers Lauterbourg,to_from
Guide moi de Perl Gare DB vers Chatellerault,to_from
Guide moi de Luc-en-Diois vers Annonay-Gare-Route,to_from
Guide moi de Avallon vers Mazamet,to_from
Guide moi de Tours vers Dax,to_from
Guide moi de Cluses (Hte-Savoie) vers Villers-les-Pots,to_from
Guide moi de Villefranche-sur-Saône vers Saumur,to_from
Guide moi de Saint-Claude vers Objat,to_from
Guide moi de Latour de Carol vers Tours,to_from
Guide moi de Ambérieu-en-Bugey vers Neuilly-lès-Dijon,to_from
Guide moi de St-Louis-57-Incliné vers Thionville,to_from
Guide moi de Routot-Place-de-mairie vers Lille Europe,to_from
Guide moi de Ste-Marie/-Ms-(-Théâtre vers Lamure-sur-Azergues,to_from
Guide moi de La Ferté-sur-Chiers vers Voves,to_from
Guide moi de Savenay vers Remiremont,to_from
Guide moi de Latour-de-Carol-Enveitg vers Mommenheim,to_from
Guide moi de Wesserling vers Bayel-Eglise,to_from
Guide moi de Sewen-(Eglise) vers Clion-sur-Indre,to_from
Guide moi de Langogne vers Marle-sur-Serre,to_from
Guide moi de Laveline-d-Bruy. Mairie vers Brioude,to_from
Guide moi de Nice-Ville vers Veigné,to_from
Guide moi de Maubeuge vers Rosporden,to_from
Guide moi de Epernay vers Luchon-Richelieu,to_from
Guide moi de Perpignan vers Chamberry-Jacob,to_from
Guide moi de Janzé vers St-Nazaire,to_from
Guide moi de Neufchateau-Lp vers Albi-Ville,to_from
Guide moi de Rang du Fl. Verton Ber. vers Hombourg (Chapelle),to_from
Guide moi de Brignais vers Bréauté-Beuzeville,to_from
Guide moi de Les Granges-Narboz vers Longwy,to_from
Guide moi de Etang vers Puyoô,to_from
Guide moi de Charmes (Vosges) vers Marvejols,to_from
Guide moi de Riquewihr-Poste vers Montreuil-sur-Ille,to_from
Guide moi de Latour de Carol vers Mâcon-Ville,to_from
Guide moi de Périgueux vers Salbris,to_from
Guide moi de Rives vers Igney (Centre),to_from
Guide moi de Souillac vers Vauvert,to_from
Guide moi de Niederbronn vers Bidos,to_from
Guide moi de Redon vers Sens,to_from
Guide moi de Gap vers Toulouse-Matabiau,to_from
Trouve un train partant de Vittel et allant à Le Puy-en-Velay,to_from
Trouve un train partant de Dormans et allant à Martigny-les-B-Thiebaut,to_from
Trouve un train partant de Martigny-les-B-Thiebaut et allant à Busigny,to_from
Trouve un train partant de Bussang (Gare SNCF) et allant à Condat-le-Lardin,to_from
Trouve un train partant de Chamberry-Jacob et allant à Serquigny,to_from
Trouve un train partant de Châteaubriant-TT et allant à Lyon-Perrache-Gare-Rout,to_from
Trouve un train partant de Dieppe et allant à Ambérieu-en-Bugey,to_from
Trouve un train partant de Alès et allant à Versailles-Chantiers,to_from
Trouve un train partant de Loches et allant à Granville,to_from
Trouve un train partant de Lyon-St-Paul-Quai-Bondy et allant à Brest,to_from
Trouve un train partant de Pessac et allant à Rémilly,to_from
Trouve un train partant de Langogne et allant à Touet-de-l'Escarène,to_from
Trouve un train partant de St Pol sur Ternoise et allant à Tourcoing,to_from
Trouve un train partant de Decize et allant à Veynes-Dévoluy,to_from
Trouve un train partant de Pessac et allant à Oloron-Ste-Marie,to_from
Trouve un train partant de Chauffailles-Gambetta et allant à Neussargues,to_from
Trouve un train partant de Mouchard et allant à Beauvais-Gare-SNCF,to_from
Trouve un train partant de Boulogne Ville et allant à Yvetot,to_from
Trouve un train partant de St-Sulpice (Tarn) et allant à Morhange,to_from
Trouve un train partant de Lille Europe et allant à WINDEN PFALZ,to_from
Trouve un train partant de Veynes-Dévoluy et allant à St Omer,to_from
Trouve un train partant de Thiers et allant à Oissel,to_from
Trouve un train partant de Oloron-Ste-Marie et allant à Saverne,to_from
Trouve un train partant de Valenciennes et allant à Puyoô,to_from
Trouve un train partant de Vichy et allant à Font-Romeu-Odeillo-Via,to_from
Trouve un train partant de Aix-Gare-Routière et allant à Tarbes,to_from
Trouve un train partant de Courtalain-St-Pellerin et allant à Lamure-sur-Azergues,to_from
Trouve un train partant de Gardanne et allant à Conflans-Jarny,to_from
Trouve un train partant de Menton et allant à Morhange,to_from
Trouve un train partant de Luçay-le-Male et allant à Albi-Ville,to_from
Trouve un train partant de Bourg-St-Maurice et allant à Dunkerque,to_from
Trouve un train partant de Delémont et allant à Oyonnax,to_from
Trouve un train partant de Granville et allant à Longages-Noé,to_from
Trouve un train partant de Valence-Gare-Routière et allant à Villers-les-Pots,to_from
Trouve un train partant de Cluses (Hte-Savoie) et allant à Clelles-Mens,to_from
Trouve un train partant de Loches et allant à Le Mont Dore Ski,to_from
Trouve un train partant de St-Pierre-d'Albigny et allant à Poligny,to_from
Trouve un train partant de Reims et allant à Saverne-(Lycée-Verne),to_from
Trouve un train partant de Wambrechies et allant à Hirson-Ecoles,to_from
Trouve un train partant de Lunel et allant à La Roche-sur-Yon,to_from
Trouve un train partant de Veigné et allant à Bouxwiller-Babenhausen,to_from
Trouve un train partant de Neustadt (Weinstr) Hbf et allant à Poitiers,to_from
Trouve un train partant de Seurre et allant à Epierre-St-Léger,to_from
Trouve un train partant de Gap et allant à Pont-Audemer-Gare-SNCF,to_from
Trouve un train partant de St-Aignan-Noyers et allant à Etang,to_from
Trouve un train partant de Igney (Centre) et allant à Pessac,to_from
Trouve un train partant de St-Gervais-L-B-Le-Fayet et allant à St-Flour-Chaudes-Aigues,to_from
Trouve un train partant de Truyes-St-Blaise et allant à Pont-St-Vincent,to_from
Trouve un train partant de Verdun et allant à Saillat-Chassenon,to_from
Trouve un train partant de Hirson et allant à WINDEN PFALZ,to_from
Indique moi le chemin pour Nevers depuis Morez Lycée,to_from
Indique moi le chemin pour Morteau depuis Lyon-St-Paul,to_from
Indique moi le chemin pour Janzé depuis Mâcon-Loché-TGV,to_from
Indique moi le chemin pour Touet-de-l'Escarène depuis Sarrebourg-Abri-Phalsbo,to_from
Indique moi le chemin pour Fismes depuis Le Mans,to_from
Indique moi le chemin pour Paris-Montparnasse 1-2 depuis Quimperlé,to_from
Indique moi le chemin pour Dives-Cabourg depuis Munster,to_from
Indique moi le chemin pour St-Amand-Montrond-Orval depuis Châteauroux-L-Giraudoux,to_from
Indique moi le chemin pour Valence-Ville depuis Cercy-la-Tour,to_from
Indique moi le chemin pour Sedan depuis Libourne,to_from
Indique moi le chemin pour Gannat depuis Coutras,to_from
Indique moi le chemin pour Annonay-Gare-Route depuis Albertville,to_from
Indique moi le chemin pour Pessac depuis Issoire,to_from
Indique moi le chemin pour Latour-de-Carol-Enveitg depuis Sarrebourg (Place Math),to_from
Indique moi le chemin pour Krimmeri-Meinau depuis Capdenac,to_from
Indique moi le chemin pour Pagny-sur-Moselle depuis Sarralbe Centre,to_from
Indique moi le chemin pour Romorantin-BA-G.R. depuis Offenburg,to_from
Indique moi le chemin pour Carpentras depuis Maubeuge,to_from
Indique moi le chemin pour Surdon depuis Epernay,to_from
Indique moi le chemin pour Avallon depuis Vallorbe-Cff,to_from
Indique moi le chemin pour Langogne depuis Paris-Montparnasse 1-2,to_from
Indique moi le chemin pour Lunel depuis Valenciennes,to_from
Indique moi le chemin pour Argentan depuis St-Priest,to_from
Indique moi le chemin pour Ingwiller depuis Obernai,to_from
Indique moi le chemin pour Villedieu (Gare) depuis Roeschwoog,to_from
Indique moi le chemin pour Saverne-(Ht-Barr) depuis Laon,to_from
Indique moi le chemin pour Saintes depuis Rue,to_from
Indique moi le chemin pour Roanne depuis Mullheim-Baden-Bf,to_from
Indique moi le chemin pour Nîmes depuis Niedermodern/Uberach,to_from
Indique moi le chemin pour Mâcon-Ville depuis Lyon-St-Paul,to_from
Indique moi le chemin pour Salbris depuis Le-Mont-Dore-Gare,to_from
Indique moi le chemin pour Château-Thierry depuis Bordeaux-St-Jean,to_from
Indique moi le chemin pour St-Florentin-Vergigny depuis Vitré,to_from
Indique moi le chemin pour Niort depuis Pontgibaud-Ville,to_from
Indique moi le chemin pour Roanne-Gare-Routière depuis St-Pierre-d'Albigny,to_from
Indique moi le chemin pour Riom_Es_M_la_Poste. depuis Guéret,to_from
Indique moi le chemin pour Châteaudun depuis Basel-SBB,to_from
Indique moi le chemin pour Vauvert depuis Montpellier-Saint-Roch,to_from
Indique moi le chemin pour Mons depuis Les Granges-Narboz,to_from
Indique moi le chemin pour Frohmuhl- (Lavoir) depuis Grenoble U.-Gières,to_from
Indique moi le chemin pour Villers-les-Pots depuis Surdon,to_from
Indique moi le chemin pour La Bresse Le Lispach depuis Mulhouse-Gare-Centrale,to_from
Indique moi le chemin pour Pauillac depuis Pontarlier,to_from
Indique moi le chemin pour Luc-en-Diois depuis Muret,to_from
Indique moi le chemin pour Grenoble U.-Gières depuis St-Gervais-Ch-LPA.,to_from
Indique moi le chemin pour Mullheim-Baden-Bf depuis Meroux,to_from
Indique moi le chemin pour Chantonnay depuis Feurs,to_from
Indique moi le chemin pour Sarrebourg (Place Math) depuis Herbitzheim Mairie,to_from
Indique moi le chemin pour Chinon-Lycée-Rabelais depuis Mons,to_from
Indique moi le chemin pour Abbeville depuis Vitré,to_from
Ma destination et ma provenance sont respectivement Grenoble U.-Gières et Bois-d'Oingt-Centre,to_from
Ma destination et ma provenance sont respectivement Mende et Bitche-Quartier-Driant,to_from
Ma destination et ma provenance sont respectivement Vallorcine et Le Dorat,to_from
Ma destination et ma provenance sont respectivement Roeschwoog et Quimperlé,to_from
Ma destination et ma provenance sont respectivement Langeac et Clelles-Mairie,to_from
Ma destination et ma provenance sont respectivement Valence-Gare-Routière et Longages-Noé,to_from
Ma destination et ma provenance sont respectivement St-Rambert-en-Bugey et Pessac,to_from
Ma destination et ma provenance sont respectivement Paris-Gare-de-Lyon et Montauban-de-Bretagne,to_from
Ma destination et ma provenance sont respectivement Paris-St-Lazare et Latour de Carol,to_from
Ma destination et ma provenance sont respectivement Seurre et Herbitzheim R. Hambach,to_from
Ma destination et ma provenance sont respectivement La Chaise-Dieu et Châteaudun,to_from
Ma destination et ma provenance sont respectivement Alès et Mazamet,to_from
Ma destination et ma provenance sont respectivement Montluçon-Ville et Bruyères Chanzy Gare,to_from
Ma destination et ma provenance sont respectivement Sarlat et Marle-sur-Serre,to_from
Ma destination et ma provenance sont respectivement Béziers et Allamps-Esat,to_from
Ma destination et ma provenance sont respectivement Rodange et Wesserling,to_from
Ma destination et ma provenance sont respectivement Commentry et Paimpol,to_from
Ma destination et ma provenance sont respectivement Rochefort et St-Amand-Montrond-Orval,to_from
Ma destination et ma provenance sont respectivement Paris-Montparnasse 1-2 et Rives,to_from
Ma destination et ma provenance sont respectivement Lutterbach Tram-train et Wissembourg,to_from
Ma destination et ma provenance sont respectivement Cannes et Granville,to_from
Ma destination et ma provenance sont respectivement Argentan et La Brohinière,to_from
Ma destination et ma provenance sont respectivement Noirétable et Paris Gare du Nord,to_from
Ma destination et ma provenance sont respectivement Guingamp et Saarbrücken /Sarrebruck,to_from
Ma destination et ma provenance sont respectivement Bouzonville et Culoz,to_from
Ma destination et ma provenance sont respectivement Ribeauville-Gare-Routiè et St-Denis-près-Martel,to_from
Ma destination et ma provenance sont respectivement Arcachon et Lutzelbourg,to_from
Ma destination et ma provenance sont respectivement La Roche-sur-Yon et Châteauroux Gare Rout.,to_from
Ma destination et ma provenance sont respectivement Auxonne et Sedan-Place-Calonne,to_from
Ma destination et ma provenance sont respectivement Chambourg-Chopin et Laval,to_from
Ma destination et ma provenance sont respectivement Sélestat-(Schweisguth) et Morteau,to_from
Ma destination et ma provenance sont respectivement Dieppe et Montbéliard-Ville,to_from
Ma destination et ma provenance sont respectivement Puyoô et Gardanne,to_from
Ma destination et ma provenance sont respectivement Saverne et Altkirch,to_from
Ma destination et ma provenance sont respectivement Paris Gare du Nord et St Omer,to_from
Ma destination et ma provenance sont respectivement Tourcoing et Villers-les-Pots,to_from
Ma destination et ma provenance sont respectivement Carmaux et Langogne,to_from
Ma destination et ma provenance sont respectivement Vierzon-Médiathèque et Sablé-sur-Sarthe,to_from
Ma destination et ma provenance sont respectivement Sarrebourg-LP-Messmer et Ste-Marie-/-Mines-Maire,to_from
Ma destination et ma provenance sont respectivement Abancourt et Bueil,to_from
Ma destination et ma provenance sont respectivement Chauffailles-Gambetta et Nevers,to_from
Ma destination et ma provenance sont respectivement Roanne et Charleville-Mézières,to_from
Ma destination et ma provenance sont respectivement Marvejols Place Chayla et Saumur,to_from
Ma destination et ma provenance sont respectivement Cambo-les-Bains et Buzançais,to_from
Ma destination et ma provenance sont respectivement Herbitzheim R. Hambach et Corbigny,to_from
Ma destination et ma provenance sont respectivement Munster et Béthune,to_from
Ma destination et ma provenance sont respectivement St-Aignan-Noyers et Mirecourt,to_from
Ma destination et ma provenance sont respectivement Villedieu (Gare) et La Rochelle-Ville,to_from
Ma destination et ma provenance sont respectivement Gérardmer La Mauselaine et Rodez,to_from
Ma destination et ma provenance sont respectivement Longueville (S.-et-M.) et Feurs,to_from
Je me rends à Villers-les-Pots en partant de Laon-Gare-Routière-Poma,to_from
Je me rends à Seurre en partant de Thann Arrêt La Poste,to_from
Je me rends à Dijon-Ville en partant de St-Aignan-Noyers,to_from
Je me rends à Poitiers en partant de Dreux,to_from
Je me rends à St-Aignan-Pl-Wilson en partant de Sens,to_from
Je me rends à Vesoul en partant de Thann,to_from
Je me rends à Avignon-Centre en partant de Puyoô,to_from
Je me rends à La Souterraine en partant de Louhans,to_from
Je me rends à Reignac-Bourg-Du-Fau en partant de Pont-St-Vincent,to_from
Je me rends à Le Buisson en partant de Lison,to_from
Je me rends à Tulle en partant de Aiton-Salle-Polyvalente,to_from
Je me rends à Redon en partant de Sarlat,to_from
Je me rends à Ettendorf-(Angle-Pont) en partant de Antibes,to_from
Je me rends à Laon en partant de Montélimar-G-Routière,to_from
Je me rends à St Pol sur Ternoise en partant de Bruyères (Vosges),to_from
Je me rends à Chinon-Lycée-Rabelais en partant de Dompierre-Halte-Rout.,to_from
Je me rends à Sarrebourg en partant de Callac,to_from
Je me rends à Bouzonville en partant de Lapeyrouse(Puy-de-Dôme),to_from
Je me rends à Avesnes en partant de Meroux,to_from
Je me rends à Communay-Stade en partant de Payns Abri Savières,to_from
Je me rends à Laqueuille en partant de Annonay-Gare-Route,to_from
Je me rends à Tarbes en partant de Charleroi Sud,to_from
Je me rends à Dinan en partant de Aulnoye Aymeries,to_from
Je me rends à Abancourt en partant de Capdenac,to_from
Je me rends à Lyon-Part-Dieu-Gare-Rou en partant de Saint-Etienne-Chtx GR,to_from
Je me rends à Latour de Carol en partant de Valence-TGV,to_from
Je me rends à Aillevillers en partant de Hattmatt-S.-Polyvalente,to_from
Je me rends à Sedan en partant de Vauvert,to_from
Je me rends à Longueville (S.-et-M.) en partant de Epierre-St-Léger,to_from
Je me rends à Morcenx en partant de Ste-Marie/-Ms-(-Théâtre,to_from
Je me rends à Rémilly en partant de Château-du-Loir,to_from
Je me rends à Briouze en partant de Le Lioran,to_from
Je me rends à Chinon-Lycée-Rabelais en partant de Redon,to_from
Je me rends à Bressuire en partant de La Brohinière,to_from
Je me rends à Albens en partant de Carhaix,to_from
Je me rends à St-Junien en partant de Romorantin-Lycée-de-F,to_from
Je me rends à St-Just-SNCF en partant de Coutras,to_from
Je me rends à Clelles-Mairie en partant de Le Mont Dore Ski,to_from
Je me rends à Frasne en partant de Salbris,to_from
Je me rends à Liepvre-(-R.-GUTH-) en partant de Decize,to_from
Je me rends à Niederbronn en partant de Sarrebourg,to_from
Je me rends à Le Valdahon en partant de Rémilly,to_from
Je me rends à Niederbronn en partant de Saales,to_from
Je me rends à Amiens en partant de Laissac-Foirail,to_from
Je me rends à Oyonnax en partant de Obermodern,to_from
Je me rends à Lesparre en partant de Romans-Bourg-de-Péage,to_from
Je me rends à St-Yrieix-la-Perche en partant de Neuchâtel,to_from
Je me rends à Auxerre-St-Gervais en partant de Loches,to_from
Je me rends à Vire-Centre en partant de Briouze,to_from
Je me rends à WINDEN PFALZ en partant de Chaumont-sur-Tharonne,to_from
J'irai bien à la gare de austerlitz depuis la gare de St-Gervais-Ch-LPA.,to_from
J'irai bien à la gare de austerlitz depuis la gare de Perl Gare DB,to_from
J'irai bien à la gare de austerlitz depuis la gare de Prissé-la-Charrière,to_from
J'irai bien à la gare de austerlitz depuis la gare de Thesee,to_from
J'irai bien à la gare de austerlitz depuis la gare de Dieppe,to_from
J'irai bien à la gare de austerlitz depuis la gare de Hombourg (Chapelle),to_from
J'irai bien à la gare de austerlitz depuis la gare de Joinville,to_from
J'irai bien à la gare de austerlitz depuis la gare de Ingwiller,to_from
J'irai bien à la gare de austerlitz depuis la gare de Angers-St-Laud,to_from
J'irai bien à la gare de austerlitz depuis la gare de Verneuil-sur-Serre,to_from
J'irai bien à la gare de austerlitz depuis la gare de Lièpvre-(Rte-Vancelle),to_from
J'irai bien à la gare de austerlitz depuis la gare de Lutterbach Tram-train,to_from
J'irai bien à la gare de austerlitz depuis la gare de Grenoble-Gare-Routière,to_from
J'irai bien à la gare de austerlitz depuis la gare de Les Laumes-Alésia,to_from
J'irai bien à la gare de austerlitz depuis la gare de St-Dié-des-Vosges,to_from
J'irai bien à la gare de austerlitz depuis la gare de Roeschwoog,to_from
J'irai bien à la gare de austerlitz depuis la gare de Lutzelbourg,to_from
J'irai bien à la gare de austerlitz depuis la gare de Laval,to_from
J'irai bien à la gare de austerlitz depuis la gare de Nevers,to_from
